分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:09:55.230,00:09:55.000,2.2,62,66,0:04:31  ,0:04:30  ,0:03:39  ,165.9375,174.0,132.6199951171875,143.0,160.0,32,136
Summary,00:09:55.230,00:09:55.000,2.2,62,66,0:04:31  ,0:04:30  ,0:03:39  ,165.9375,174.0,132.6199951171875,143.0,160.0,32,136
