分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:09:39.371,00:09:39.000,2.27,28,34,0:04:14  ,0:04:14  ,0:03:36  ,164.828125,174.0,143.56999511718752,142.0,158.0,28,134
Summary,00:09:39.371,00:09:39.000,2.27,28,34,0:04:14  ,0:04:14  ,0:03:36  ,164.828125,174.0,143.56999511718752,142.0,158.0,28,134
