分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:09:56.578,00:09:56.000,2.06,30,41,0:04:49  ,0:04:49  ,0:03:26  ,161.359375,174.0,128.8800048828125,143.0,163.0,29,131
Summary,00:09:56.578,00:09:56.000,2.06,30,41,0:04:49  ,0:04:49  ,0:03:26  ,161.359375,174.0,128.8800048828125,143.0,163.0,29,131
