分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:10:00.109,00:00:00.000,--,--,--,--,--,--,--,--,--,123.0,133.0,--,115
2,00:15:00.101,00:00:00.000,--,--,--,--,--,--,--,--,--,125.0,132.0,--,159
3,00:10:02.788,00:00:00.000,--,--,--,--,--,--,--,--,--,128.0,134.0,--,108
4,00:14:57.236,00:00:00.000,--,--,--,--,--,--,--,--,--,126.0,135.0,--,144
Summary,00:50:00.234,00:00:00.000,--,--,--,--,--,--,--,--,--,125.0,135.0,--,524
