分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:05:28.770,00:05:28.770,0.99,11,14,0:05:31  ,0:05:31  ,0:04:08  ,158.40625,231.0,113.05999755859375,132.0,146.0,29,64
Summary,00:05:28.770,00:05:28.770,0.99,11,14,0:05:31  ,0:05:31  ,0:04:08  ,158.40625,231.0,113.05999755859375,132.0,146.0,29,64
