分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:05:21.564,00:05:17.000,1.04,117,12,0:05:09  ,0:05:05  ,0:04:00  ,149.796875,167.0,124.25,124.0,144.0,24,62
Summary,00:05:21.564,00:05:17.000,1.04,117,12,0:05:09  ,0:05:05  ,0:04:00  ,149.796875,167.0,124.25,124.0,144.0,24,62
