分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:07:55.275,00:07:55.000,1.57,37,28,0:05:01  ,0:05:01  ,0:04:05  ,159.515625,168.0,125.16999511718751,127.0,143.0,30,95
2,00:04:21.421,00:04:21.421,1,3,19,0:04:22  ,0:04:22  ,0:04:11  ,163.203125,167.0,140.49000244140626,142.0,151.0,28,59
3,00:04:06.973,00:04:06.973,0.99,5,12,0:04:08  ,0:04:08  ,0:03:50  ,166.078125,169.0,145.40999755859374,151.0,157.0,27,60
4,00:00:04.702,00:00:04.702,0.01,1,0,0:11:43  ,0:11:43  ,0:04:01  ,158.171875,162.0,174.1699951171875,157.0,158.0,27,2
Summary,00:16:28.371,00:16:28.096,3.57,46,59,0:04:36  ,0:04:36  ,0:03:50  ,162.109375,169.0,134.60999755859376,137.0,158.0,28.71,215
