分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:39:00.908,00:38:53.000,7.12,490,333,0:05:28  ,0:05:27  ,0:03:25  ,158.953125,171.0,113.6300048828125,128.0,144.0,31,446
Summary,00:39:00.908,00:38:53.000,7.12,490,333,0:05:28  ,0:05:27  ,0:03:25  ,158.953125,171.0,113.6300048828125,128.0,144.0,31,446
