分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:00:12.857,00:00:12.000,0.09,0,0,0:02:20  ,0:02:13  ,0:02:15  ,200.390625,208.0,175.55,108.0,117.0,32,2
Summary,00:00:12.857,00:00:12.000,0.09,0,0,0:02:22  ,0:02:13  ,0:02:15  ,200.390625,208.0,175.55,108.0,117.0,32,2
