分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:07:40.734,00:07:40.000,1.5,--,--,0:05:06  ,0:05:05  ,0:03:38  ,167.484375,180.0,116.44000244140625,136.0,156.0,--,97
Summary,00:07:40.734,00:07:40.000,1.5,--,--,0:05:06  ,0:05:05  ,0:03:38  ,167.484375,180.0,116.44000244140625,136.0,156.0,--,97
