分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:13:25.855,00:13:25.855,2.65,48,71,0:05:04  ,0:05:04  ,0:04:17  ,163.109375,169.0,120.96999511718751,131.0,147.0,26,160
2,00:28:19.221,00:28:19.000,5.66,249,225,0:05:00  ,0:05:00  ,0:04:22  ,162.828125,169.0,123.10000000000001,139.0,151.0,26,343
Summary,00:41:45.076,00:41:44.855,8.3,297,296,0:05:01  ,0:05:01  ,0:04:17  ,162.921875,169.0,122.41999511718751,137.0,151.0,26,504
