分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:00:43.540,00:00:43.540,0.25,25,0,0:02:50  ,0:02:50  ,0:02:36  ,183.6875,192.0,180.8699951171875,140.0,156.0,27,8
2,00:00:31.182,00:00:31.000,0.06,0,12,0:08:16  ,0:08:13  ,0:02:48  ,129.0625,181.0,124.7800048828125,150.0,157.0,26,8
Summary,00:01:14.722,00:01:14.540,0.32,25,12,0:03:55  ,0:03:54  ,0:02:36  ,160.6875,192.0,156.94000244140625,144.0,157.0,26.58,16
