分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:00:44.483,00:00:44.000,0.21,38,0,0:03:34  ,0:03:32  ,0:03:24  ,151.28125,177.0,160.14000244140627,131.0,150.0,28,10
2,00:01:29.405,00:01:29.000,0.23,1,29,0:06:32  ,0:06:31  ,0:03:25  ,158.96875,175.0,102.7,134.0,152.0,28,19
3,00:00:46.253,00:00:46.000,0.2,28,0,0:03:48  ,0:03:47  ,0:03:33  ,169.59375,174.0,151.9800048828125,138.0,151.0,28,11
4,00:01:26.706,00:01:26.706,0.22,3,22,0:06:30  ,0:06:30  ,0:03:38  ,158.0,176.0,109.25999755859375,134.0,152.0,28,17
5,00:00:43.249,00:00:43.000,0.21,17,3,0:03:28  ,0:03:27  ,0:03:21  ,175.140625,181.0,151.9,137.0,156.0,27,11
Summary,00:05:10.096,00:05:08.706,1.07,87,54,0:04:50  ,0:04:49  ,0:03:21  ,161.4375,181.0,126.45,134.0,156.0,27.86,68
