分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:25:00.366,00:00:00.000,--,--,--,--,--,--,--,--,--,118.0,130.0,--,233
2,00:05:04.602,00:00:00.000,--,--,--,--,--,--,--,--,--,126.0,132.0,--,53
3,00:20:16.160,00:00:00.000,--,--,--,--,--,--,--,--,--,121.0,131.0,--,162
Summary,00:50:21.128,00:00:00.000,--,--,--,--,--,--,--,--,--,120.0,132.0,--,449
