分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:12:07.824,00:12:06.000,2.75,48,47,0:04:24  ,0:04:24  ,0:03:18  ,165.875,176.0,136.31999511718752,140.0,166.0,25,165
Summary,00:12:07.824,00:12:06.000,2.75,48,47,0:04:24  ,0:04:24  ,0:03:18  ,165.875,176.0,136.31999511718752,140.0,166.0,25,165
