分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:55:34.398,00:55:33.000,10.55,360,363,0:05:16  ,0:05:15  ,0:04:27  ,161.46875,168.0,117.99000244140626,131.0,148.0,26,641
Summary,00:55:34.398,00:55:33.000,10.55,360,363,0:05:16  ,0:05:15  ,0:04:27  ,161.46875,168.0,117.99000244140626,131.0,148.0,26,641
