分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:00:10.897,00:00:10.897,0.06,31,0,0:03:16  ,0:03:01  ,0:02:43  ,132.578125,187.0,167.65999755859377,132.0,140.0,26,2
Summary,00:00:10.897,00:00:10.897,0.06,31,0,0:03:01  ,0:03:01  ,0:02:43  ,132.578125,187.0,167.65999755859377,132.0,140.0,26,2
