分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:07:34.957,00:07:28.000,1.48,9,24,0:05:07  ,0:05:02  ,0:03:22  ,157.96875,177.0,126.2699951171875,132.0,147.0,27,94
Summary,00:07:34.957,00:07:28.000,1.48,9,24,0:05:07  ,0:05:02  ,0:03:22  ,157.96875,177.0,126.2699951171875,132.0,147.0,27,94
