分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:01:12.718,00:01:11.000,0.4,0,0,0:03:03  ,0:02:57  ,0:02:55  ,184.921875,186.0,176.0300048828125,143.0,162.0,21,18
2,00:01:10.769,00:01:10.769,0.4,0,0,0:02:56  ,0:02:56  ,0:02:55  ,187.9375,193.0,177.75,164.0,166.0,20,20
3,00:00:34.389,00:00:33.000,0.21,0,0,0:02:46  ,0:02:37  ,0:02:42  ,194.59375,196.0,185.4300048828125,166.0,167.0,20,9
Summary,00:02:57.876,00:02:54.769,1.01,0,0,0:02:56  ,0:02:53  ,0:02:42  ,187.984375,196.0,178.5199951171875,156.0,167.0,20.41,46
