分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:00:13.577,00:00:13.577,0.1,0,0,0:02:22  ,0:02:15  ,0:02:24  ,184.328125,197.0,129.6300048828125,125.0,136.0,32,2
Summary,00:00:13.577,00:00:13.577,0.1,0,0,0:02:15  ,0:02:15  ,0:02:24  ,184.328125,197.0,129.6300048828125,125.0,136.0,32,2
