分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:15:00.688,00:15:00.688,3.69,--,--,0:04:04  ,0:04:04  ,0:03:46  ,175.875,179.0,139.69000244140625,156.0,168.0,--,223
Summary,00:15:00.688,00:15:00.688,4,--,--,0:03:45  ,0:03:45  ,0:03:46  ,175.875,179.0,139.69000244140625,156.0,168.0,--,223
