分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:51:16.797,00:51:00.000,9.97,462,285,0:05:08  ,0:05:06  ,0:02:42  ,161.0,167.0,120.93000488281251,132.0,153.0,29,603
Summary,00:51:16.797,00:51:00.000,9.97,462,285,0:05:08  ,0:05:06  ,0:02:42  ,161.0,167.0,120.93000488281251,132.0,153.0,29,603
