分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:09:42.363,00:09:42.000,1.98,86,64,0:04:54  ,0:04:54  ,0:04:06  ,162.125,168.0,126.2800048828125,135.0,143.0,26,124
Summary,00:09:42.363,00:09:42.000,1.98,86,64,0:04:54  ,0:04:54  ,0:04:06  ,162.125,168.0,126.2800048828125,135.0,143.0,26,124
