分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:05:53.427,00:05:53.000,1.17,52,10,0:05:01  ,0:05:00  ,0:03:58  ,164.765625,190.0,120.55000000000001,139.0,162.0,28,77
Summary,00:05:53.427,00:05:53.000,1.17,52,10,0:05:01  ,0:05:00  ,0:03:58  ,164.765625,190.0,120.55000000000001,139.0,162.0,28,77
