分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:15:00.298,00:15:00.000,2.18,87,41,0:06:52  ,0:06:51  ,0:05:31  ,159.65625,233.0,91.65,124.0,132.0,23,154
Summary,00:15:00.298,00:15:00.000,2.18,87,41,0:06:52  ,0:06:51  ,0:05:31  ,159.65625,233.0,91.65,124.0,132.0,23,154
