分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:30:38.395,00:30:35.000,6.37,197,189,0:04:48  ,0:04:48  ,0:03:11  ,165.171875,176.0,126.0300048828125,134.0,159.0,27,380
Summary,00:30:38.395,00:30:35.000,6.37,197,189,0:04:48  ,0:04:48  ,0:03:11  ,165.171875,176.0,126.0300048828125,134.0,159.0,27,380
