分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:03:24.259,00:03:22.000,0.76,24,5,0:04:28  ,0:04:25  ,0:03:49  ,163.75,170.0,134.9,148.0,157.0,29,48
Summary,00:03:24.259,00:03:22.000,0.76,24,5,0:04:28  ,0:04:25  ,0:03:49  ,163.75,170.0,134.9,148.0,157.0,29,48
