分割,時間,移動時間,距離,高度上昇,高度下降,平均ペース,平均移動ペース,最高ペース,平均ピッチ,最高ピッチ,平均歩幅,平均心拍,最大心拍,平均気温,カロリー
1,00:04:40.599,00:04:39.000,0.77,64,29,0:06:05  ,0:06:03  ,0:04:49  ,157.40625,171.0,104.48000488281251,122.0,137.0,24,48
Summary,00:04:40.599,00:04:39.000,0.77,64,29,0:06:05  ,0:06:03  ,0:04:49  ,157.40625,171.0,104.48000488281251,122.0,137.0,24,48
